Id,SalePrice
2658,139846.4478934072
2718,175152.27371644886
2414,198015.4743937681
1989,113016.70814936582
625,172525.02369741735
333,80197.86843370614
1327,106048.88194710013
858,170372.14892390725
95,190450.2117213573
1568,171899.1133352748
2482,139985.35857606775
1364,127518.45906448677
2584,153806.16138780743
818,288460.2403267144
2673,155555.56304388883
2089,124870.56980889308
1297,129103.18197602103
790,120483.4573483679
2616,204781.52216290147
720,172752.91471007344
222,152839.2863226918
557,129147.69151943328
1148,176935.58598646722
2766,181687.9228635106
534,185565.91053483906
1452,111068.85709020993
630,129070.92986340326
2648,148716.8665423782
125,149276.61972573263
1904,56985.27264920625
1670,102329.93454240356
756,100980.11203657607
717,237853.6512610979
1032,160324.29900915775
852,213283.2118660919
1731,181780.7705637393
2639,97358.98816333366
2071,89795.4144560123
1267,111561.94032217929
1851,218595.39110293542
567,165021.49226489602
2439,199731.77597927037
1898,150664.8855189557
647,144063.6643695639
2256,190468.2667007814
979,92633.7926897382
1444,214715.32230317435
2485,137264.36108487984
157,128905.33136948737
88,137032.9439933344
2003,101557.2171050023
186,182915.10004052348
1425,246886.68155936582
2695,138021.70422712882
738,99456.56666053795
395,157263.9752684554
1353,163329.91272045678
1878,150435.92641543085
390,162943.24793778543
1456,232248.01918839072
1103,312636.5131497473
1387,124467.15361563218
2070,146185.05114746006
1199,162013.84409464846
2479,172253.10305236457
501,318437.1538141413
2362,97084.3030232903
1718,199617.07704935368
2188,96422.39996546517
1483,126223.9629362406
2557,80354.00619124825
437,376975.50151576847
2224,240407.71206809685
1628,166570.75686441964
397,126336.68790381041
587,205742.18059724523
971,142205.0248108782
2611,136503.31758717744
1887,96232.87302922373
2399,380288.4167349967
2148,205391.86753066743
304,129753.98688653021
1997,125459.54889612706
2817,124941.697889326
1431,236222.4427542937
427,385057.56618467846
263,122534.67612287187
598,182816.1595744921
2895,261240.98157849358
687,153036.31845867969
1822,136431.3623148624
2191,112912.79122832429
179,113517.69129459496
1009,234823.09532363442
2010,131803.2253812367
1991,135542.389308003
1411,178132.23777710818
1721,228204.57948962352
1144,188922.97870420132
593,206192.98449723914
575,334744.2547934094
1249,173148.73448251464
1604,137180.12656493584
1064,480221.4794277211
1923,147460.47165083294
1988,102450.40242896818
2325,169006.2650503006
114,200726.63635058893
2700,185325.29569991707
217,149979.84716573422
343,183562.48926511864
386,235639.1386822484
2005,122748.82797855035
2908,144191.32303151712
1814,225133.79791764214
2446,476793.58089879353
208,115013.09416994105
1679,111918.70089586801
822,353315.0358417366
6,187573.828682042
1781,389394.9937805685
2397,317002.4897555467
2340,305199.9159411603
1618,169646.17837580413
2843,161754.6681853856
1061,361412.2900122397
2786,113841.47634102101
1935,131569.48237335603
1341,114213.1365721856
521,271730.2540821738
2136,134666.87047845902
996,184687.02955909187
227,143200.8648692734
135,172412.8571767383
1167,167330.6237988555
294,228197.9251197035
1776,211444.133438602
540,185265.6037718282
1717,199615.3280629295
2303,124947.845702077
116,177885.61051125586
127,149738.05050928306
1371,130918.60221134001
1014,171801.8823563578
1507,106958.65428580708
702,113901.33713249552
750,143947.5419719989
261,135697.89399775382
1559,37974.76119745649
577,239897.74092853692
2812,206009.33432677865
2080,165704.60942684513
1368,101364.0183996042
2376,133303.34940500738
659,102169.42598713818
1235,118156.36445618412
332,75563.08977021217
1917,146201.21171700984
2094,266230.3467280392
1460,253681.22524725023
1471,207486.1338708226
1509,115676.90347770971
1922,142890.04602473965
433,471902.05101767345
460,306466.09882201825
1116,253342.7490880503
1137,164696.0786789786
53,168401.1089241242
2354,255558.44699111397
1475,206795.44448360856
1761,493548.6794690393
842,139940.40338054474
2739,215425.71349691018
2509,163736.28906848223
1007,200011.17217030315
2610,168981.7503250225
1952,101507.93944517223
2719,169216.933329446
2921,77749.68706945982
1966,141273.64995526022
292,118800.31085677055
1204,182301.92980067103
1829,254411.45809490385
2419,184723.6678554036
391,143677.53255286327
798,101569.76388423269
481,187434.22920459782
193,211695.8535028283
555,124974.71015969696
899,76520.67814909258
2357,177373.21249410443
328,116736.68324067829
1356,119531.80223496753
1154,98696.31557048188
1730,174386.86142960278
2249,149898.7529263271
1119,259906.0502603783
2856,124104.09716591681
1394,154770.23451691284
2587,101875.81281235986
61,348033.4327648728
2661,213592.85493656853
2711,138400.3429541997
1147,180692.87403138963
757,124721.60465067792
2623,95827.33230568629
2378,142334.79595041455
1413,125870.39587060353
1722,214487.24382400408
1112,228260.21006320982
1623,193151.50130655756
1201,182698.85281623088
1513,118862.56452470241
957,411213.2688197859
1171,252101.83760614466
1145,201692.757810562
2726,237526.894152787
703,145554.10806486016
760,92514.7697907352
1964,133234.69791446842
2512,168884.42653449325
159,131682.14567788623
1281,166509.81790801385
468,181226.332731423
290,115877.69855111107
665,89038.52140056141
1463,241500.0685660159
1792,233610.40964305095
923,190653.62875642427
500,300534.67004296044
1408,172508.25454470413
331,87953.27447049004
170,117220.78069401559
2192,90295.96927944911
2571,330316.423274494
2314,176226.6953281632
2647,84006.43540668563
422,436982.50797693245
2457,359683.88896231155
1838,209566.9825028368
2805,233272.34266787555
1645,172649.45383707693
1711,307268.8517076025
2825,254812.65935545313
322,364267.387258452
2103,256317.42241362808
342,115869.48719426937
600,115889.52589690426
488,180504.82522685963
1725,336355.85028010304
2246,270510.69821587426
2847,139581.14812905874
806,220041.71824147258
530,240131.2541775206
963,195755.03120494165
2678,97766.84908578027
171,77453.96154994192
2401,423285.311306044
805,226193.81814808518
2259,244645.88778837162
1748,180471.49773895563
1361,148611.33232370196
1677,111755.52982471406
1406,146925.65486850383
2322,261624.4400823233
688,160971.1191282602
143,147029.32639492667
804,204602.2864019872
1214,173853.69457901813
2828,128508.15651092901
1999,143644.84824070783
2467,209786.95293895437
2665,155130.92725956265
1538,320672.7926296283
398,115916.83894448617
2822,158002.0498650663
2157,126533.28482161928
1856,202133.40925425699
1269,98016.2581924427
2570,114128.63171942037
2320,243667.41495427614
1517,142200.4015377745
2304,119301.87742156597
1312,78594.99542791446
2012,127208.94336972377
506,253893.00103365773
2865,204419.5427721551
2367,101179.80099358948
554,104875.64661381571
238,126205.8718295978
1954,108008.5514633979
2488,128258.0581994061
2291,79356.07685007059
1969,93827.84422852176
2725,177809.19917574193
1482,126223.9629362406
2763,210979.4573519969
503,274639.8473208523
1584,246772.2719398731
1531,178842.4150371647
2210,188504.22442126297
459,344593.31833978475
556,125097.61491571867
1347,152550.78433465387
1290,76155.86544704817
1388,112891.08898914076
1571,351353.4125374723
2754,199129.34005728835
765,108789.1539845024
2494,135940.35852520756
2870,209241.8317259107
7,229049.9971436008
1114,248428.27186826747
2418,248334.10016946984
291,150670.51438422466
18,373547.9695745363
39,393237.3618233284
1001,268046.30356595706
2442,225288.62643741688
616,110037.49523744965
2680,80690.98835846102
1414,114411.23297689826
289,137013.25138415687
40,265182.8028185142
860,125406.46323337706
409,123810.05781594446
673,142784.95376192618
2427,165670.08959687778
2036,196395.57417155782
2564,147426.24385699022
642,162492.5371101616
1008,181581.33956792552
1908,137277.63461559752
2519,191497.16306132756
1369,80842.77608720897
2855,170269.12305236145
712,81926.36886155154
1943,119688.9488508612
1958,128225.7493137228
107,162093.08951956077
2295,220317.85806226693
704,103067.38503285954
676,118695.333708358
259,179450.25826149064
93,291233.6997612254
106,248837.007889565
2315,188743.37164390995
1050,102899.5964778502
1095,197471.93559047524
2709,148377.78092756268
758,152332.82334819637
1496,146583.91356289343
2370,113749.74427758533
2458,287556.1106633536
2733,130600.68255884125
161,243951.54645770838
726,148575.7354467838
845,207307.6927211164
947,238138.46708745853
2232,122339.32262231235
2563,142411.32125368912
2299,136810.61182554983
211,137384.49007774558
605,161812.36489306143
1478,217628.97634754423
2247,270614.89400595485
2274,239796.8705613727
2869,203914.50947157762
967,218573.8161747456
2656,117808.20918009809
667,216753.50769247155
1042,111550.91801442052
2023,146899.57780651862
2447,399888.9887864698
2055,139977.7498506491
2275,296539.335507132
2204,181560.18917384412
1563,283853.6596224777
483,210489.35017375133
796,113459.66729479976
1526,170039.612647711
2042,124539.58444074709
442,377631.14430155966
1693,328852.4804290675
1468,217728.32261326097
1430,197032.55929858275
2605,137622.4693405852
1529,194903.12006702772
335,145400.1842471799
1287,121636.48449930023
31,92648.68371954517
1785,340896.2752301303
82,154544.92590225913
2620,145087.01998470182
252,194643.20382367988
721,20596.08350588729
2165,184203.8462371246
2316,185320.92669759464
775,141833.68997494667
1558,71759.3896186924
17,193867.87353776756
1022,232228.7174403586
925,132154.54009673095
438,301396.4725369308
1270,143302.32599125538
1272,119375.30273331833
215,124847.19258731077
266,227498.03294972292
2402,291252.4732674896
1250,122510.52044665712
1984,94113.83930637724
1279,138872.7680732208
377,231437.71739185686
1252,149937.59671777108
2156,244939.88304924633
499,325396.7739500082
1374,128873.04391467021
2898,235417.99555687525
401,109995.14390000884
2721,156711.35903900405
2078,247929.3422044295
2589,127164.76133324299
1946,272411.7425548321
1334,129847.97549615493
2781,238022.03940903037
431,399460.31424606976
576,194618.5614360106
1474,204292.48664429967
2254,155161.60326695562
2155,266907.6981448266
885,113333.15964175412
643,129434.36599291526
1944,138165.4963789859
480,199697.8417834747
2845,103018.30464268956
2387,324746.40486434987
2407,203279.14583567093
2527,166652.72906411506
2514,148023.24714185728
629,177494.8832018306
80,220976.57157055294
1876,142679.9210073349
1546,116013.75097674318
2518,185641.55717850188
2347,152327.04743164853
783,232127.45725222077
1322,65269.08141590169
194,91148.32689263026
1770,306259.53457536106
2143,187789.5318473083
1229,213820.34200016555
511,261617.8245544956
46,212029.65589497067
1348,158117.49338544568
2465,208003.8251524672
387,236360.0806338213
873,204888.53076731737
1918,94278.13853134216
2764,220498.96382262962
2184,129268.40557525054
934,131771.22203517676
1920,127746.70867472686
2631,147890.60252401134
1768,550638.224658742
2040,120042.91833160071
1749,209252.29440142444
834,272787.6680322074
1457,230802.96803190565
79,102620.67616596309
2302,111991.87800917527
1817,151426.54242506117
2755,232339.35420126072
359,171098.63868958614
2059,105908.98577445895
2092,233874.3219317412
2516,239027.94976561147
150,117394.35166404219
1656,156084.85049080205
83,115828.94050513962
2411,182837.3743942059
795,88146.56013574867
2312,218907.10073437946
2917,125582.68352139354
1624,180778.42172603283
2215,284151.5966901007
1211,155265.02682838592
1485,124389.0384219772
1024,176810.50988496144
570,186033.3220390916
2874,131959.95888164119
700,154202.5457420067
2756,223376.818814728
2022,185755.65532307248
583,231113.41879619093
2392,377417.1516493503
2424,183821.23566165232
212,97994.93196442672
736,129488.73305166149
1610,192669.5113044567
890,122946.64695102192
467,173421.72619071693
578,238273.17169301194
1747,188190.22755160162
1149,139949.5268024164
2758,231587.210803524
857,129842.766927283
2219,251188.38112058726
733,116609.50591597456
2909,93481.04247299132
1798,260298.09128481304
235,135568.32096657602
2366,114732.38155613941
1027,125784.04472426677
1195,140911.28810808397
1303,39230.81817514615
148,189285.44869652626
608,164260.76744974093
2515,213679.8687091045
821,303890.09722867876
2500,284530.0981180554
745,116716.39767661646
741,142897.06883906253
1611,159527.024038092
2532,128299.70290822984
1081,210675.9902161129
1692,428310.7033870914
2520,182812.19438084352
276,107174.16849449856
1992,109909.92008371846
663,36565.33854619772
418,125973.56449993668
1733,194584.61701113384
2359,154208.5751674808
253,194102.0624930635
1518,201903.47622119088
2035,131622.50471104836
2919,78229.16340558512
1540,228228.3882640695
2120,154463.5629749403
1674,172902.5983650127
256,150677.3019908532
2361,99512.43630065999
978,85259.29129561345
2280,136866.44223854088
2095,209549.47883119178
1709,321465.8227571702
2801,237874.9806082095
1246,115861.12282540876
2373,95481.80400794701
1055,305527.7258814698
2017,122162.41259755768
1099,321762.8744300782
1344,95092.76200035393
835,243275.27885004526
1117,241664.2651141282
2043,69881.97011140731
2085,111642.27710458572
410,138728.17820073513
2650,96308.26866350822
2867,175992.436590046
1668,115250.64856827649
1161,163003.1647381549
2122,180188.29810639351
2539,138885.1907741164
1047,140301.9702546135
1445,133949.4923632944
541,145623.4244571253
569,222756.47503641614
1276,145021.0948187031
918,155008.6297196817
326,170620.5156491894
1936,132097.36449331735
895,108842.37691346736
257,152981.4280368716
1241,185735.37685497088
1545,117122.86700492182
1189,184655.91598301646
270,126189.16222626803
2066,207626.05536720096
693,109636.73255754347
1259,150615.62720702574
2916,149406.23130813942
2321,291855.1213350772
1977,93462.43629804667
1895,151455.1541507919
1240,157707.22041289316
85,165562.57103155996
1823,135084.03171977444
825,291712.73909753293
110,235525.427430993
697,104838.88435324696
2297,114207.59060623942
1231,128999.82324387933
1355,128178.82886286068
968,362106.80065649166
584,214940.06395997215
1315,125387.73030795454
1606,127860.80642910948
206,80755.4147616009
1685,375794.9522422564
2016,137326.56703565817
869,221684.11814852015
2135,113440.66899407981
2346,178912.50631298198
2430,206436.54452799523
2198,121713.62764166514
2652,102394.67059245473
27,120471.07804204291
241,171544.3833488446
906,115980.79685635155
1506,137448.83392902522
2098,330940.685555432
1435,210143.2289396555
2213,169713.5043722053
1274,138950.28572340365
743,35556.47843084406
1737,193080.10008945654
2797,257179.90016440424
2185,48382.98066707731
58,166320.5498399155
